1492072410.629856,0
1492072410.811697,13
1492072410.952970,22
1492072411.069555,29
1492072411.175619,35
1492072411.293324,43
1492072411.403367,49
1492072411.581059,60
1492072411.706241,69
1492072411.824938,78
1492072411.948312,87
1492072412.082722,96
1492072412.190887,99
1492072412.300214,99
1492072412.425539,99
1492072412.582332,100
1492072412.691442,99
1492072412.840567,100
1492072412.948741,100
1492072413.059929,100
1492072413.165896,99
1492072413.282419,100
1492072413.394798,100
1492072413.524347,99
1492072413.628401,100
1492072413.742807,99
1492072413.853176,100
1492072413.959276,100
1492072414.062942,98
1492072414.166729,99
1492072414.270739,99
1492072414.375588,99
1492072414.480388,98
1492072414.586400,98
1492072414.695864,100
1492072414.800910,100
1492072414.905358,100
1492072415.026191,100
1492072415.131327,100
1492072415.235966,98
1492072415.348897,97
1492072415.454172,96
1492072415.563587,95
1492072415.673029,95
1492072415.776676,94
1492072415.885833,93
1492072415.990491,97
1492072416.098240,99
1492072416.202243,100
1492072416.306043,100
1492072416.409799,100
1492072416.519145,98
1492072416.624691,99
1492072416.730743,98
1492072416.834752,97
1492072416.939740,98
1492072417.044871,97
1492072417.148395,91
1492072417.254469,100
1492072417.366055,100
1492072417.472381,100
1492072417.588669,97
1492072417.703577,83
1492072417.825940,71
1492072417.941212,56
1492072418.081974,53
1492072418.222904,54
1492072418.343041,52
1492072418.468195,63
1492072418.606914,79
1492072418.721827,86
1492072418.834775,92
1492072418.948377,99
1492072419.053136,100
1492072419.158884,99
1492072419.262399,99
1492072419.366875,92
1492072419.472454,90
1492072419.577374,88
1492072419.682241,85
1492072419.786242,83
1492072419.891882,82
1492072419.996459,79
1492072420.101275,88
1492072420.229113,100
1492072420.365159,97
1492072420.485874,97
1492072420.597555,97
1492072420.702870,96
1492072420.807232,96
1492072420.911015,97
1492072421.015360,98
1492072421.130654,99
1492072421.239369,99
1492072421.352958,99
1492072421.456933,98
1492072421.563110,98
1492072421.673679,96
1492072421.778381,97
1492072421.898868,90
1492072422.009789,84
1492072422.114051,78
1492072422.217853,71
1492072422.324459,68
1492072422.429889,63
1492072422.537145,56
1492072422.642436,55
1492072422.746479,49
1492072422.856793,43
1492072422.966438,36
1492072423.103404,30
1492072423.220376,30
1492072423.340666,31
1492072423.471461,29
1492072423.619447,30
1492072423.752329,32
1492072423.882138,31
1492072423.997601,31
1492072424.127115,32
1492072424.247989,33
1492072424.371689,33
1492072424.487545,33
1492072424.598082,33
1492072424.704873,33
1492072424.809237,32
1492072424.924262,32
1492072425.028301,32
1492072425.133405,32
1492072425.237879,32
1492072425.341661,32
1492072425.445673,32
1492072425.571086,32
1492072425.709882,27
1492072425.822909,20
1492072425.926931,12
1492072426.035470,9
1492072426.139819,4
1492072426.245259,4
1492072426.349628,1
1492072426.456019,5
1492072426.559903,3
1492072426.664775,3
1492072426.769296,6
1492072426.873699,6
1492072426.977540,6
1492072427.082423,6
1492072427.186375,7
1492072427.294041,8
1492072427.401672,1
1492072427.506255,5
1492072427.610969,5
1492072427.720297,5
1492072427.829194,6
1492072427.938378,6
1492072428.047526,6
1492072428.151173,6
1492072428.262539,7
1492072428.366341,6
1492072428.471748,0
1492072428.583605,0
1492072428.688504,0
1492072428.794031,1
1492072428.903533,0
1492072429.012448,0
1492072429.125904,0
1492072429.246538,0
1492072429.353000,0
1492072429.458866,0
1492072429.563244,0
1492072429.667187,0
1492072429.771782,0
1492072429.877017,0
1492072429.983994,0
1492072430.088544,0
1492072430.193068,0
1492072430.296847,0
1492072430.403372,0
1492072430.506936,0
1492072430.612337,0
1492072430.715994,0
1492072430.821771,1
1492072430.925879,1
1492072431.032407,1
1492072431.135831,0
1492072431.240647,0
1492072431.344825,0
1492072431.448882,0
1492072431.555627,0
1492072431.667207,0
1492072431.778139,0
1492072431.882649,0
1492072431.987125,0
1492072432.092659,0
1492072432.196527,0
1492072432.300434,0
1492072432.404415,0
1492072432.509441,0
1492072432.613565,0
1492072432.718713,0
1492072432.822900,0
