1492072206.333888,0
1492072206.440217,8
1492072206.545060,15
1492072206.651761,19
1492072206.759045,19
1492072206.886355,19
1492072206.999452,20
1492072207.104692,19
1492072207.210301,19
1492072207.317379,19
1492072207.439468,19
1492072207.548491,20
1492072207.654608,18
1492072207.758483,20
1492072207.862661,20
1492072207.968218,19
1492072208.074989,20
1492072208.183774,20
1492072208.289765,19
1492072208.395213,13
1492072208.501491,8
1492072208.606388,12
1492072208.711817,19
1492072208.819094,20
1492072208.922738,20
1492072209.026779,15
1492072209.137616,16
1492072209.250882,19
1492072209.366915,6
1492072209.472772,0
1492072209.579690,0
1492072209.688281,0
1492072209.798070,4
1492072209.906098,16
1492072210.011611,17
1492072210.122033,18
1492072210.226419,18
1492072210.334347,20
1492072210.450858,18
1492072210.566626,18
1492072210.674036,14
1492072210.779155,10
1492072210.888734,6
1492072210.992555,7
1492072211.099875,7
1492072211.206724,6
1492072211.311625,6
1492072211.419750,6
1492072211.525910,7
1492072211.636598,7
1492072211.744332,8
1492072211.849252,9
1492072211.953009,15
1492072212.061012,15
1492072212.183045,19
1492072212.289079,18
1492072212.395477,20
1492072212.508872,19
1492072212.616488,19
1492072212.722571,19
1492072212.828188,19
1492072212.941562,17
1492072213.045438,16
1492072213.154269,20
1492072213.259602,20
1492072213.365862,20
1492072213.481595,20
1492072213.589342,13
1492072213.698176,7
1492072213.816694,2
1492072213.924902,3
1492072214.028957,4
1492072214.135854,4
1492072214.241158,4
1492072214.347660,7
1492072214.453503,12
1492072214.559895,10
1492072214.668487,11
1492072214.774645,12
1492072214.883605,12
1492072214.991310,12
1492072215.102313,13
1492072215.229019,12
1492072215.333405,12
1492072215.440459,12
1492072215.544932,13
1492072215.655882,14
1492072215.763718,14
1492072215.871469,15
1492072215.977138,15
1492072216.085543,15
1492072216.190248,16
1492072216.297107,14
1492072216.409593,9
1492072216.516795,7
1492072216.625718,7
1492072216.729177,8
1492072216.845100,8
1492072216.958387,8
1492072217.065325,8
1492072217.172646,9
1492072217.278261,10
1492072217.385870,10
1492072217.492236,10
1492072217.598653,10
1492072217.730572,9
1492072217.844919,9
1492072217.954979,10
1492072218.058654,10
1492072218.164097,10
1492072218.273178,10
1492072218.379519,10
1492072218.487290,11
1492072218.594129,12
1492072218.698965,12
1492072218.807921,12
1492072218.915060,11
1492072219.024883,11
1492072219.135686,11
1492072219.247039,5
1492072219.365892,0
1492072219.471093,0
1492072219.581131,0
1492072219.686150,0
1492072219.793082,0
1492072219.900797,0
1492072220.013879,0
1492072220.122902,0
1492072220.228689,1
1492072220.333482,1
1492072220.438275,0
1492072220.543291,1
1492072220.660631,0
1492072220.769503,0
1492072220.874077,0
1492072220.978798,0
1492072221.089745,0
1492072221.195310,0
1492072221.302079,0
1492072221.425169,7
1492072221.532450,5
1492072221.639168,4
1492072221.745875,4
1492072221.858515,6
1492072221.965487,6
1492072222.097052,7
1492072222.202333,7
1492072222.308670,8
1492072222.418055,0
